Source,Target,Weight
carto,native-web-apps,3
carto,webscreens,1
carto,informationarchitecture,3
carto,bde-transport,1
carto,activitypub,1
carto,mws,4
carto,svgopentype,1
carto,speech-api,2
carto,vxmlcg,2
carto,webed,1
carto,whatwg,1
carto,bde-societies,1
carto,owled,2
carto,infographics,2
carto,bde-climate,1
carto,pubsub,2
carto,webhistory,2
carto,emergency,5
carto,bde-energy,1
carto,respimg,1
carto,rww,2
carto,credentials,1
carto,ppl,1
carto,opendataspain,2
carto,restonto,1
carto,userix,2
carto,bde-food,1
carto,schemaorg,2
carto,webzakim,1
carto,fedid,2
carto,webhaptics,1
carto,ssn-cg,1
carto,ontolex,1
carto,decisionml,1
carto,rdf-tests,1
carto,mobileacc,1
carto,semnews,1
carto,schemed,1
carto,webdevdata,1
carto,inbandtracks,1
carto,opened,3
carto,webcryptoapi,2
carto,wot,3
carto,bigdata,3
carto,sustyweb,2
carto,locadd,5
custexpdata,socbizcg,2
custexpdata,cnwa,1
custexpdata,propertygraphs,1
custexpdata,autowebplatform,1
custexpdata,informationarchitecture,1
custexpdata,activitypub,1
custexpdata,mws,1
custexpdata,webed,1
custexpdata,owled,1
custexpdata,pubsub,1
custexpdata,web-nfc,1
custexpdata,rww,1
custexpdata,credentials,1
custexpdata,userix,1
custexpdata,schemaorg,1
custexpdata,fedid,2
custexpdata,decisionml,2
custexpdata,rdf-tests,1
custexpdata,mobileacc,1
custexpdata,webdevdata,1
custexpdata,cryptoledgers,1
custexpdata,sentiment,1
custexpdata,wot,1
custexpdata,cndpubcg,1
custexpdata,bigdata,3
custexpdata,locadd,2
spec-annotation,annoux,1
spec-annotation,native-web-apps,1
spec-annotation,webscreens,1
spec-annotation,webmidi,1
spec-annotation,scriptlib,1
spec-annotation,svgopentype,1
spec-annotation,speech-api,1
spec-annotation,webed,1
spec-annotation,whatwg,1
spec-annotation,infographics,1
spec-annotation,webassembly,1
spec-annotation,respimg,1
spec-annotation,ppl,1
spec-annotation,schemaorg,3
spec-annotation,fedid,1
spec-annotation,texttracks,1
spec-annotation,semnews,1
spec-annotation,webdevdata,1
spec-annotation,opened,1
spec-annotation,locadd,1
urispec,mobindic,1
urispec,native-web-apps,1
urispec,rww,2
urispec,webzakim,1
urispec,fedid,1
urispec,webcryptoapi,1
urispec,wot,1
html5jp,webscreens,3
html5jp,autowebplatform,4
html5jp,informationarchitecture,1
html5jp,svgopentype,1
html5jp,speech-api,1
html5jp,webassembly,3
html5jp,web-nfc,1
html5jp,respimg,1
html5jp,ppl,1
html5jp,websignage,7
html5jp,webzakim,3
html5jp,texttracks,2
html5jp,browserobo,3
html5jp,mobileacc,1
html5jp,schemed,1
html5jp,inbandtracks,2
html5jp,wot,4
egovernance,cdl,1
egovernance,webmidi,1
egovernance,informationarchitecture,2
egovernance,bde-transport,1
egovernance,mws,1
egovernance,svgopentype,1
egovernance,speech-api,1
egovernance,webobservatory,3
egovernance,vxmlcg,1
egovernance,webed,1
egovernance,bde-societies,1
egovernance,timed-text,1
egovernance,infographics,3
egovernance,bde-climate,1
egovernance,webhistory,2
egovernance,webassembly,1
egovernance,expath,2
egovernance,emergency,2
egovernance,bde-energy,1
egovernance,respimg,1
egovernance,rww,2
egovernance,credentials,1
egovernance,ppl,1
egovernance,opendataspain,4
egovernance,bde-food,1
egovernance,schemaorg,2
egovernance,webzakim,1
egovernance,fedid,3
egovernance,coders4africa,1
egovernance,ontolex,1
egovernance,mobileacc,2
egovernance,semnews,2
egovernance,schemed,1
egovernance,webdevdata,1
egovernance,cssselfrags,1
egovernance,cryptoledgers,1
egovernance,opened,1
egovernance,webcryptoapi,1
egovernance,wot,2
egovernance,cndpubcg,1
egovernance,bigdata,3
egovernance,sustyweb,2
egovernance,locadd,6
egovernance,carto,2
ld4lt,socbizcg,2
ld4lt,cnwa,1
ld4lt,autowebplatform,1
ld4lt,webmidi,1
ld4lt,mws,8
ld4lt,webed,1
ld4lt,owled,1
ld4lt,webassembly,1
ld4lt,respimg,1
ld4lt,opendataspain,1
ld4lt,schemaorg,1
ld4lt,ssn-cg,1
ld4lt,ontolex,21
ld4lt,decisionml,1
ld4lt,mobileacc,1
ld4lt,semnews,2
ld4lt,opened,1
ld4lt,sentiment,5
ld4lt,cndpubcg,1
ld4lt,bigdata,2
ld4lt,custexpdata,1
w3id,socbizcg,2
w3id,mobindic,1
w3id,sport-schema,1
w3id,native-web-apps,1
w3id,informationarchitecture,3
w3id,bde-transport,1
w3id,activitypub,4
w3id,mws,3
w3id,svgopentype,1
w3id,speech-api,1
w3id,webobservatory,2
w3id,vxmlcg,1
w3id,webed,3
w3id,whatwg,2
w3id,bde-societies,1
w3id,owled,1
w3id,infographics,1
w3id,bde-climate,1
w3id,pubsub,5
w3id,webhistory,3
w3id,emergency,3
w3id,bde-energy,1
w3id,respimg,3
w3id,rww,6
w3id,credentials,2
w3id,ppl,1
w3id,opendataspain,1
w3id,restonto,1
w3id,userix,2
w3id,bde-food,1
w3id,schemaorg,2
w3id,webzakim,1
w3id,fedid,2
w3id,webhaptics,1
w3id,ssn-cg,1
w3id,texttracks,1
w3id,browserobo,1
w3id,decisionml,1
w3id,rdf-tests,1
w3id,mobileacc,2
w3id,semnews,1
w3id,schemed,1
w3id,webdevdata,2
w3id,webapps-ui,1
w3id,opened,2
w3id,sentiment,1
w3id,webcryptoapi,4
w3id,wot,5
w3id,bigdata,2
w3id,sustyweb,3
w3id,locadd,3
w3id,carto,3
w3id,urispec,1
w3id,egovernance,1
omn,socbizcg,1
omn,sport-schema,1
omn,bde-transport,1
omn,activitypub,3
omn,mws,1
omn,webed,1
omn,bde-societies,1
omn,bde-climate,1
omn,pubsub,2
omn,emergency,1
omn,bde-energy,1
omn,rww,1
omn,credentials,1
omn,restonto,1
omn,bde-food,1
omn,schemaorg,2
omn,webzakim,1
omn,fedid,3
omn,ssn-cg,1
omn,decisionml,1
omn,rdf-tests,1
omn,semnews,1
omn,schemed,1
omn,opened,1
omn,webcryptoapi,1
omn,wot,1
omn,sustyweb,1
omn,locadd,1
omn,carto,1
omn,custexpdata,1
omn,spec-annotation,1
omn,w3id,1
pua,socbizcg,1
pua,native-web-apps,2
pua,informationarchitecture,1
pua,svgopentype,1
pua,speech-api,1
pua,vxmlcg,1
pua,whatwg,1
pua,owled,1
pua,pubsub,1
pua,webhistory,1
pua,emergency,1
pua,respimg,1
pua,rww,1
pua,ppl,1
pua,userix,1
pua,webhaptics,1
pua,mobileacc,1
pua,webdevdata,1
pua,webcryptoapi,1
pua,wot,1
pua,sustyweb,1
pua,locadd,1
pua,carto,1
pua,custexpdata,1
pua,w3id,1
benchweb,cdl,1
benchweb,webscreens,1
benchweb,autowebplatform,3
benchweb,activitypub,1
benchweb,websignage,4
benchweb,webzakim,2
benchweb,browserobo,2
benchweb,cssselfrags,1
benchweb,wot,1
benchweb,bigdata,1
benchweb,custexpdata,1
benchweb,html5jp,2
benchweb,omn,1
rdfjs,socbizcg,4
rdfjs,sport-schema,2
rdfjs,propertygraphs,1
rdfjs,informationarchitecture,1
rdfjs,bde-transport,1
rdfjs,activitypub,3
rdfjs,mws,1
rdfjs,webed,1
rdfjs,bde-societies,1
rdfjs,owled,4
rdfjs,bde-climate,1
rdfjs,pubsub,5
rdfjs,expath,1
rdfjs,web-nfc,1
rdfjs,emergency,1
rdfjs,bde-energy,1
rdfjs,rww,17
rdfjs,credentials,6
rdfjs,restonto,1
rdfjs,bde-food,1
rdfjs,schemaorg,5
rdfjs,webzakim,2
rdfjs,fedid,6
rdfjs,ssn-cg,1
rdfjs,coders4africa,1
rdfjs,ontolex,2
rdfjs,decisionml,3
rdfjs,rdf-tests,5
rdfjs,semnews,4
rdfjs,schemed,1
rdfjs,cryptoledgers,1
rdfjs,opened,3
rdfjs,sentiment,1
rdfjs,webcryptoapi,2
rdfjs,wot,3
rdfjs,bigdata,2
rdfjs,sustyweb,1
rdfjs,locadd,5
rdfjs,carto,1
rdfjs,custexpdata,2
rdfjs,urispec,1
rdfjs,egovernance,2
rdfjs,ld4lt,1
rdfjs,w3id,1
rdfjs,omn,1
change,socbizcg,1
change,cnwa,1
change,cdl,1
change,webmidi,1
change,informationarchitecture,1
change,mws,2
change,svgopentype,1
change,mmarkup,1
change,webobservatory,1
change,vxmlcg,1
change,webed,1
change,whatwg,1
change,timed-text,1
change,infographics,1
change,webhistory,2
change,webassembly,1
change,expath,5
change,rww,1
change,ppl,4
change,schemaorg,1
change,coders4africa,1
change,ontolex,1
change,decisionml,1
change,mobileacc,2
change,webdevdata,1
change,cssselfrags,2
change,cndpubcg,2
change,bigdata,2
change,sustyweb,1
change,custexpdata,1
change,egovernance,2
change,ld4lt,2
webtiming,webscreens,7
webtiming,propertygraphs,1
webtiming,autowebplatform,4
webtiming,ldql,1
webtiming,scriptlib,1
webtiming,webed,1
webtiming,timed-text,1
webtiming,webassembly,1
webtiming,web-nfc,2
webtiming,emergency,1
webtiming,respimg,5
webtiming,xdmdl,2
webtiming,websignage,3
webtiming,schemaorg,1
webtiming,webzakim,1
webtiming,texttracks,2
webtiming,browserobo,1
webtiming,rdf-tests,1
webtiming,mobileacc,2
webtiming,inbandtracks,4
webtiming,sentiment,1
webtiming,wot,7
webtiming,bigdata,1
webtiming,html5jp,3
webtiming,benchweb,1
bde-secure-societies,socbizcg,1
bde-secure-societies,sport-schema,1
bde-secure-societies,bde-transport,6
bde-secure-societies,activitypub,1
bde-secure-societies,mws,1
bde-secure-societies,webed,1
bde-secure-societies,bde-societies,7
bde-secure-societies,bde-climate,9
bde-secure-societies,pubsub,1
bde-secure-societies,emergency,1
bde-secure-societies,bde-energy,7
bde-secure-societies,rww,1
bde-secure-societies,credentials,1
bde-secure-societies,restonto,1
bde-secure-societies,bde-food,7
bde-secure-societies,schemaorg,1
bde-secure-societies,webzakim,1
bde-secure-societies,fedid,1
bde-secure-societies,ssn-cg,1
bde-secure-societies,decisionml,1
bde-secure-societies,rdf-tests,1
bde-secure-societies,semnews,1
bde-secure-societies,schemed,1
bde-secure-societies,opened,1
bde-secure-societies,webcryptoapi,1
bde-secure-societies,wot,1
bde-secure-societies,sustyweb,1
bde-secure-societies,locadd,2
bde-secure-societies,carto,1
bde-secure-societies,egovernance,1
bde-secure-societies,w3id,1
bde-secure-societies,omn,1
bde-secure-societies,rdfjs,1
opendatadir,socbizcg,1
opendatadir,mobindic,1
opendatadir,native-web-apps,1
opendatadir,webscreens,1
opendatadir,autowebplatform,1
opendatadir,informationarchitecture,2
opendatadir,mws,1
opendatadir,svgopentype,1
opendatadir,speech-api,1
opendatadir,vxmlcg,1
opendatadir,whatwg,1
opendatadir,owled,1
opendatadir,infographics,1
opendatadir,pubsub,1
opendatadir,webhistory,3
opendatadir,webassembly,1
opendatadir,emergency,2
opendatadir,respimg,1
opendatadir,rww,2
opendatadir,ppl,1
opendatadir,opendataspain,2
opendatadir,websignage,1
opendatadir,userix,1
opendatadir,schemaorg,2
opendatadir,fedid,2
opendatadir,webhaptics,1
opendatadir,texttracks,1
opendatadir,ontolex,1
opendatadir,mobileacc,1
opendatadir,semnews,1
opendatadir,webdevdata,1
opendatadir,opened,3
opendatadir,webcryptoapi,1
opendatadir,wot,4
opendatadir,bigdata,3
opendatadir,sustyweb,1
opendatadir,locadd,5
opendatadir,carto,4
opendatadir,spec-annotation,1
opendatadir,urispec,1
opendatadir,egovernance,3
opendatadir,w3id,3
opendatadir,pua,1
accesslearn,cnwa,2
accesslearn,cdl,1
accesslearn,webed,2
accesslearn,infographics,5
accesslearn,xdmdl,1
accesslearn,ppl,1
accesslearn,schemaorg,2
accesslearn,mobileacc,3
accesslearn,cssselfrags,2
accesslearn,opened,1
accesslearn,egovernance,1
accesslearn,benchweb,1
browsersync,cdl,2
browsersync,webscreens,1
browsersync,autowebplatform,1
browsersync,webmidi,1
browsersync,svgopentype,1
browsersync,webobservatory,1
browsersync,vxmlcg,1
browsersync,webed,1
browsersync,timed-text,1
browsersync,infographics,1
browsersync,webassembly,1
browsersync,expath,1
browsersync,emergency,1
browsersync,respimg,1
browsersync,rww,1
browsersync,ppl,1
browsersync,ssn-cg,1
browsersync,coders4africa,1
browsersync,mobileacc,2
browsersync,webdevdata,2
browsersync,cssselfrags,2
browsersync,cndpubcg,1
browsersync,bigdata,3
browsersync,sustyweb,1
browsersync,egovernance,1
browsersync,w3id,2
browsersync,benchweb,2
browsersync,rdfjs,1
browsersync,change,1
browsersync,webtiming,1
browsersync,accesslearn,1
accessibilityinindia,socbizcg,1
accessibilityinindia,cnwa,4
accessibilityinindia,annoux,1
accessibilityinindia,cdl,1
accessibilityinindia,mobindic,7
accessibilityinindia,activitypub,1
accessibilityinindia,mws,1
accessibilityinindia,webed,5
accessibilityinindia,timed-text,1
accessibilityinindia,infographics,3
accessibilityinindia,webassembly,3
accessibilityinindia,respimg,2
accessibilityinindia,rww,1
accessibilityinindia,ppl,1
accessibilityinindia,opendataspain,1
accessibilityinindia,schemaorg,1
accessibilityinindia,fedid,1
accessibilityinindia,ssn-cg,1
accessibilityinindia,coders4africa,1
accessibilityinindia,decisionml,1
accessibilityinindia,mobileacc,7
accessibilityinindia,cssselfrags,1
accessibilityinindia,wot,1
accessibilityinindia,cndpubcg,2
accessibilityinindia,bigdata,2
accessibilityinindia,locadd,1
accessibilityinindia,custexpdata,1
accessibilityinindia,urispec,1
accessibilityinindia,egovernance,1
accessibilityinindia,ld4lt,1
accessibilityinindia,w3id,1
accessibilityinindia,benchweb,1
accessibilityinindia,change,1
accessibilityinindia,opendatadir,1
accessibilityinindia,accesslearn,4
accessibilityinindia,browsersync,1
nextweb,socbizcg,1
nextweb,annoux,1
nextweb,cdl,2
nextweb,sport-schema,1
nextweb,native-web-apps,4
nextweb,webmidi,3
nextweb,scriptlib,5
nextweb,bde-transport,1
nextweb,activitypub,1
nextweb,mws,1
nextweb,svgopentype,2
nextweb,speech-api,2
nextweb,webobservatory,1
nextweb,vxmlcg,1
nextweb,webed,5
nextweb,whatwg,6
nextweb,bde-societies,1
nextweb,timed-text,1
nextweb,infographics,4
nextweb,bde-climate,1
nextweb,pubsub,1
nextweb,webhistory,4
nextweb,webassembly,6
nextweb,expath,1
nextweb,emergency,1
nextweb,bde-energy,1
nextweb,respimg,10
nextweb,rww,2
nextweb,credentials,2
nextweb,ppl,2
nextweb,websignage,2
nextweb,restonto,1
nextweb,userix,1
nextweb,bde-food,1
nextweb,schemaorg,5
nextweb,webzakim,1
nextweb,fedid,1
nextweb,webhaptics,2
nextweb,ssn-cg,1
nextweb,texttracks,1
nextweb,coders4africa,1
nextweb,ontolex,1
nextweb,decisionml,1
nextweb,rdf-tests,1
nextweb,mobileacc,1
nextweb,semnews,2
nextweb,schemed,1
nextweb,webdevdata,5
nextweb,cssselfrags,6
nextweb,opened,1
nextweb,webcryptoapi,1
nextweb,wot,1
nextweb,cndpubcg,1
nextweb,bigdata,1
nextweb,sustyweb,2
nextweb,locadd,1
nextweb,carto,1
nextweb,custexpdata,1
nextweb,spec-annotation,1
nextweb,html5jp,1
nextweb,egovernance,1
nextweb,w3id,2
nextweb,omn,1
nextweb,benchweb,1
nextweb,rdfjs,1
nextweb,change,2
nextweb,bde-secure-societies,1
nextweb,accesslearn,1
nextweb,browsersync,3
nextweb,accessibilityinindia,1
restrictedmedia,socbizcg,4
restrictedmedia,cdl,1
restrictedmedia,native-web-apps,1
restrictedmedia,webscreens,6
restrictedmedia,propertygraphs,1
restrictedmedia,autowebplatform,1
restrictedmedia,webmidi,1
restrictedmedia,informationarchitecture,2
restrictedmedia,scriptlib,1
restrictedmedia,mws,1
restrictedmedia,svgopentype,2
restrictedmedia,speech-api,1
restrictedmedia,webobservatory,3
restrictedmedia,vxmlcg,2
restrictedmedia,webed,3
restrictedmedia,whatwg,8
restrictedmedia,owled,1
restrictedmedia,timed-text,1
restrictedmedia,infographics,2
restrictedmedia,pubsub,1
restrictedmedia,webhistory,4
restrictedmedia,webassembly,1
restrictedmedia,expath,1
restrictedmedia,emergency,1
restrictedmedia,respimg,5
restrictedmedia,xdmdl,1
restrictedmedia,rww,2
restrictedmedia,credentials,1
restrictedmedia,ppl,2
restrictedmedia,websignage,1
restrictedmedia,userix,1
restrictedmedia,schemaorg,4
restrictedmedia,fedid,1
restrictedmedia,webhaptics,1
restrictedmedia,texttracks,2
restrictedmedia,coders4africa,1
restrictedmedia,mobileacc,3
restrictedmedia,semnews,1
restrictedmedia,webdevdata,2
restrictedmedia,cssselfrags,1
restrictedmedia,opened,1
restrictedmedia,webcryptoapi,1
restrictedmedia,wot,3
restrictedmedia,cndpubcg,1
restrictedmedia,bigdata,3
restrictedmedia,sustyweb,3
restrictedmedia,locadd,2
restrictedmedia,carto,1
restrictedmedia,egovernance,2
restrictedmedia,w3id,2
restrictedmedia,pua,1
restrictedmedia,rdfjs,1
restrictedmedia,change,1
restrictedmedia,opendatadir,2
restrictedmedia,browsersync,1
restrictedmedia,accessibilityinindia,1
restrictedmedia,nextweb,2
games,socbizcg,3
games,cnwa,1
games,annoux,1
games,native-web-apps,11
games,autowebplatform,1
games,webmidi,2
games,informationarchitecture,3
games,scriptlib,4
games,mws,1
games,svgopentype,2
games,speech-api,3
games,vxmlcg,1
games,webed,9
games,whatwg,4
games,owled,1
games,infographics,2
games,pubsub,3
games,webhistory,3
games,webassembly,4
games,web-nfc,1
games,emergency,2
games,respimg,7
games,rww,2
games,credentials,1
games,ppl,2
games,websignage,2
games,userix,2
games,schemaorg,3
games,fedid,1
games,webhaptics,2
games,texttracks,1
games,coders4africa,1
games,decisionml,2
games,rdf-tests,1
games,mobileacc,4
games,webdevdata,3
games,cryptoledgers,1
games,webapps-ui,1
games,opened,1
games,webcryptoapi,1
games,wot,4
games,cndpubcg,1
games,bigdata,2
games,sustyweb,2
games,locadd,2
games,carto,2
games,custexpdata,3
games,spec-annotation,1
games,ld4lt,1
games,w3id,1
games,pua,1
games,rdfjs,1
games,change,1
games,opendatadir,1
games,accesslearn,1
games,accessibilityinindia,2
games,nextweb,6
games,restrictedmedia,2
trustperms,socbizcg,2
trustperms,sport-schema,1
trustperms,webscreens,3
trustperms,autowebplatform,3
trustperms,scriptlib,1
trustperms,bde-transport,1
trustperms,activitypub,1
trustperms,mws,1
trustperms,webed,2
trustperms,bde-societies,1
trustperms,bde-climate,1
trustperms,pubsub,1
trustperms,web-nfc,3
trustperms,emergency,2
trustperms,bde-energy,1
trustperms,respimg,1
trustperms,rww,1
trustperms,credentials,2
trustperms,websignage,1
trustperms,restonto,1
trustperms,bde-food,1
trustperms,schemaorg,2
trustperms,webzakim,1
trustperms,fedid,1
trustperms,ssn-cg,1
trustperms,decisionml,1
trustperms,rdf-tests,1
trustperms,mobileacc,2
trustperms,semnews,1
trustperms,schemed,1
trustperms,opened,1
trustperms,webcryptoapi,1
trustperms,wot,7
trustperms,bigdata,1
trustperms,sustyweb,1
trustperms,locadd,1
trustperms,carto,1
trustperms,custexpdata,1
trustperms,w3id,1
trustperms,omn,1
trustperms,pua,1
trustperms,rdfjs,1
trustperms,webtiming,3
trustperms,bde-secure-societies,1
trustperms,browsersync,1
trustperms,nextweb,1
trustperms,restrictedmedia,1
d-tasks,socbizcg,3
d-tasks,mobindic,1
d-tasks,sport-schema,1
d-tasks,native-web-apps,2
d-tasks,webmidi,1
d-tasks,informationarchitecture,1
d-tasks,scriptlib,1
d-tasks,bde-transport,1
d-tasks,activitypub,1
d-tasks,mws,1
d-tasks,webobservatory,1
d-tasks,vxmlcg,1
d-tasks,webed,1
d-tasks,bde-societies,1
d-tasks,bde-climate,1
d-tasks,pubsub,3
d-tasks,web-nfc,1
d-tasks,emergency,1
d-tasks,bde-energy,1
d-tasks,respimg,1
d-tasks,rww,6
d-tasks,credentials,2
d-tasks,restonto,1
d-tasks,userix,1
d-tasks,bde-food,1
d-tasks,schemaorg,2
d-tasks,webzakim,1
d-tasks,fedid,2
d-tasks,ssn-cg,1
d-tasks,decisionml,3
d-tasks,rdf-tests,2
d-tasks,mobileacc,1
d-tasks,semnews,1
d-tasks,schemed,1
d-tasks,cryptoledgers,2
d-tasks,opened,1
d-tasks,webcryptoapi,1
d-tasks,wot,2
d-tasks,bigdata,1
d-tasks,sustyweb,1
d-tasks,locadd,2
d-tasks,carto,1
d-tasks,custexpdata,1
d-tasks,w3id,2
d-tasks,omn,1
d-tasks,rdfjs,2
d-tasks,bde-secure-societies,1
d-tasks,nextweb,1
d-tasks,games,2
d-tasks,trustperms,1
stereoweb,webscreens,2
stereoweb,autowebplatform,1
stereoweb,webassembly,2
networkfriendly,socbizcg,1
networkfriendly,mobindic,1
networkfriendly,native-web-apps,5
networkfriendly,webscreens,1
networkfriendly,autowebplatform,2
networkfriendly,informationarchitecture,3
networkfriendly,scriptlib,2
networkfriendly,mws,1
networkfriendly,svgopentype,1
networkfriendly,speech-api,2
networkfriendly,vxmlcg,2
networkfriendly,webed,1
networkfriendly,whatwg,1
networkfriendly,owled,1
networkfriendly,pubsub,1
networkfriendly,webhistory,1
networkfriendly,emergency,3
networkfriendly,respimg,4
networkfriendly,rww,1
networkfriendly,ppl,1
networkfriendly,websignage,1
networkfriendly,userix,1
networkfriendly,fedid,1
networkfriendly,webhaptics,1
networkfriendly,ssn-cg,1
networkfriendly,coders4africa,1
networkfriendly,ontolex,1
networkfriendly,decisionml,1
networkfriendly,mobileacc,5
networkfriendly,schemed,1
networkfriendly,webdevdata,1
networkfriendly,cryptoledgers,1
networkfriendly,webcryptoapi,3
networkfriendly,wot,6
networkfriendly,bigdata,3
networkfriendly,sustyweb,1
networkfriendly,locadd,1
networkfriendly,carto,2
networkfriendly,egovernance,1
networkfriendly,w3id,1
networkfriendly,pua,1
networkfriendly,webtiming,2
networkfriendly,opendatadir,1
networkfriendly,browsersync,1
networkfriendly,restrictedmedia,1
networkfriendly,games,3
networkfriendly,trustperms,3
networkfriendly,d-tasks,2
webappscp,native-web-apps,3
webappscp,webscreens,4
webappscp,respimg,1
webappscp,rww,1
webappscp,fedid,1
webappscp,mobileacc,1
webappscp,inbandtracks,1
webappscp,cssselfrags,1
webappscp,wot,1
webappscp,bigdata,2
webappscp,carto,1
webappscp,nextweb,1
webappscp,restrictedmedia,1
webappscp,games,1
markdown,socbizcg,1
markdown,cdl,1
markdown,sport-schema,1
markdown,webmidi,2
markdown,informationarchitecture,1
markdown,scriptlib,1
markdown,bde-transport,1
markdown,activitypub,2
markdown,mws,2
markdown,svgopentype,1
markdown,mmarkup,1
markdown,webobservatory,3
markdown,vxmlcg,2
markdown,webed,3
markdown,whatwg,3
markdown,bde-societies,1
markdown,timed-text,1
markdown,infographics,4
markdown,bde-climate,1
markdown,pubsub,2
markdown,webhistory,3
markdown,webassembly,1
markdown,expath,1
markdown,emergency,1
markdown,bde-energy,1
markdown,respimg,8
markdown,rww,2
markdown,credentials,2
markdown,ppl,1
markdown,restonto,1
markdown,bde-food,1
markdown,schemaorg,2
markdown,webzakim,1
markdown,fedid,3
markdown,ssn-cg,1
markdown,coders4africa,2
markdown,ontolex,1
markdown,decisionml,1
markdown,rdf-tests,1
markdown,mobileacc,5
markdown,semnews,1
markdown,schemed,2
markdown,webdevdata,2
markdown,cssselfrags,3
markdown,cryptoledgers,1
markdown,opened,2
markdown,webcryptoapi,2
markdown,wot,4
markdown,cndpubcg,1
markdown,bigdata,2
markdown,sustyweb,3
markdown,locadd,1
markdown,carto,1
