Source,Target,Weight
fedsocweb,exploresemdata,1
fedsocweb,hydra,9
fedsocweb,bde-health,1
fedsocweb,wearableweb,2
fedsocweb,semwebprog,4
fedsocweb,hpcweb,1
fedsocweb,webperfs,2
fedsocweb,gao,1
fedsocweb,places,6
fedsocweb,editing,1
fedsocweb,rsp,3
fedsocweb,autowebtest,1
fedsocweb,maps4html,1
fedsocweb,sodata,3
fedsocweb,html5kr,1
fedsocweb,webize,7
fedsocweb,webappstore,4
vivo,whatwg,1
vivo,webhistory,2
vivo,rww,1
vivo,fedid,1
vivo,webapps-ui,1
vivo,sentiment,1
vivo,locadd,1
vivo,carto,1
vivo,egovernance,1
vivo,opendatadir,1
vivo,openannotation,2
vivo,geosemweb,1
vivo,webid,1
vivo,swisig,1
vivo,schemabibex,1
vivo,hydra,1
vivo,semwebprog,1
vivo,places,1
vivo,rsp,2
vivo,maps4html,1
vivo,fedsocweb,1
webpayments,socbizcg,6
webpayments,annoux,2
webpayments,sport-schema,1
webpayments,native-web-apps,7
webpayments,webscreens,5
webpayments,propertygraphs,2
webpayments,autowebplatform,5
webpayments,webmidi,1
webpayments,ldql,1
webpayments,informationarchitecture,1
webpayments,scriptlib,1
webpayments,bde-transport,1
webpayments,activitypub,3
webpayments,mws,1
webpayments,svgopentype,2
webpayments,mmarkup,1
webpayments,speech-api,4
webpayments,webobservatory,2
webpayments,vxmlcg,1
webpayments,webed,6
webpayments,whatwg,4
webpayments,bde-societies,1
webpayments,owled,1
webpayments,infographics,2
webpayments,bde-climate,1
webpayments,pubsub,8
webpayments,webhistory,2
webpayments,webassembly,3
webpayments,web-nfc,4
webpayments,emergency,2
webpayments,bde-energy,1
webpayments,respimg,3
webpayments,xdmdl,1
webpayments,rww,13
webpayments,credentials,23
webpayments,ppl,2
webpayments,opendataspain,1
webpayments,websignage,2
webpayments,restonto,1
webpayments,userix,1
webpayments,bde-food,1
webpayments,schemaorg,7
webpayments,webzakim,1
webpayments,fedid,4
webpayments,webhaptics,2
webpayments,ssn-cg,2
webpayments,coders4africa,1
webpayments,ontolex,2
webpayments,decisionml,1
webpayments,rdf-tests,3
webpayments,mobileacc,1
webpayments,semnews,6
webpayments,schemed,1
webpayments,webdevdata,2
webpayments,cryptoledgers,7
webpayments,opened,3
webpayments,sentiment,2
webpayments,webcryptoapi,7
webpayments,wot,6
webpayments,bigdata,1
webpayments,sustyweb,2
webpayments,locadd,5
webpayments,carto,2
webpayments,custexpdata,3
webpayments,spec-annotation,1
webpayments,egovernance,2
webpayments,ld4lt,1
webpayments,w3id,3
webpayments,omn,1
webpayments,pua,2
webpayments,rdfjs,7
webpayments,webtiming,1
webpayments,bde-secure-societies,1
webpayments,opendatadir,1
webpayments,sesmanbro,1
webpayments,nextweb,3
webpayments,restrictedmedia,2
webpayments,games,7
webpayments,trustperms,4
webpayments,d-tasks,3
webpayments,networkfriendly,6
webpayments,markdown,3
webpayments,openannotation,7
webpayments,xmlperf,2
webpayments,geosemweb,6
webpayments,webid,10
webpayments,openw3c,2
webpayments,colourblindness,1
webpayments,swisig,2
webpayments,agri,1
webpayments,schemabibex,1
webpayments,devrel,3
webpayments,rosc,2
webpayments,w3process,4
webpayments,cloud,5
webpayments,argumentation,1
webpayments,webandbroadcasting,2
webpayments,ostatus,2
webpayments,cv2,1
webpayments,audio-dev,1
webpayments,wicg,2
webpayments,exploresemdata,1
webpayments,hydra,13
webpayments,bde-health,1
webpayments,wearableweb,2
webpayments,semwebprog,3
webpayments,remotedom,1
webpayments,touchevents,1
webpayments,hpcweb,1
webpayments,cssacc,1
webpayments,webperfs,1
webpayments,gao,1
webpayments,places,3
webpayments,editing,3
webpayments,rsp,4
webpayments,autowebtest,1
webpayments,sodata,2
webpayments,svga11y,2
webpayments,browserext,1
webpayments,html5kr,2
webpayments,webize,5
webpayments,webarraymath,1
webpayments,tvapi,1
webpayments,webappstore,4
webpayments,fedsocweb,11
webpayments,vivo,1
interledger,socbizcg,1
interledger,annoux,1
interledger,native-web-apps,1
interledger,propertygraphs,1
interledger,webmidi,1
interledger,ldql,1
interledger,scriptlib,1
interledger,svgopentype,1
interledger,speech-api,1
interledger,webed,1
interledger,whatwg,1
interledger,infographics,1
interledger,pubsub,1
interledger,webassembly,1
interledger,web-nfc,1
interledger,respimg,1
interledger,xdmdl,1
interledger,rww,1
interledger,credentials,9
interledger,ppl,1
interledger,schemaorg,3
interledger,fedid,1
interledger,ssn-cg,1
interledger,rdf-tests,2
interledger,webdevdata,1
interledger,cryptoledgers,5
interledger,sentiment,1
interledger,webcryptoapi,1
interledger,wot,2
interledger,bigdata,1
interledger,locadd,1
interledger,custexpdata,1
interledger,spec-annotation,1
interledger,egovernance,1
interledger,rdfjs,1
interledger,webtiming,1
interledger,nextweb,1
interledger,games,3
interledger,d-tasks,1
interledger,markdown,1
interledger,openannotation,1
interledger,geosemweb,1
interledger,webid,2
interledger,openw3c,1
interledger,colourblindness,1
interledger,swisig,1
interledger,agri,1
interledger,devrel,1
interledger,w3process,1
interledger,wicg,1
interledger,exploresemdata,1
interledger,hydra,3
interledger,wearableweb,1
interledger,touchevents,1
interledger,editing,1
interledger,rsp,1
interledger,sodata,1
interledger,svga11y,1
interledger,html5kr,1
interledger,webize,1
interledger,webarraymath,1
interledger,webappstore,1
interledger,fedsocweb,2
interledger,webpayments,14
interative-apis,socbizcg,1
interative-apis,native-web-apps,1
interative-apis,informationarchitecture,1
interative-apis,svgopentype,1
interative-apis,speech-api,1
interative-apis,vxmlcg,1
interative-apis,webed,1
interative-apis,whatwg,1
interative-apis,owled,1
interative-apis,pubsub,1
interative-apis,webhistory,1
interative-apis,emergency,1
interative-apis,respimg,1
interative-apis,rww,1
interative-apis,ppl,1
interative-apis,userix,1
interative-apis,webhaptics,1
interative-apis,mobileacc,1
interative-apis,webdevdata,1
interative-apis,webcryptoapi,1
interative-apis,wot,1
interative-apis,argmntreprsnt,1
interative-apis,sustyweb,1
interative-apis,locadd,1
interative-apis,carto,1
interative-apis,w3id,1
interative-apis,pua,1
interative-apis,opendatadir,1
interative-apis,restrictedmedia,1
interative-apis,games,1
interative-apis,networkfriendly,1
interative-apis,openannotation,1
interative-apis,xmlperf,1
interative-apis,geosemweb,1
interative-apis,swisig,1
interative-apis,schemabibex,1
interative-apis,cloud,1
interative-apis,argumentation,1
interative-apis,microxml,1
interative-apis,cv2,1
interative-apis,audio-dev,1
interative-apis,hydra,1
interative-apis,semwebprog,1
interative-apis,hpcweb,1
interative-apis,webperfs,1
interative-apis,places,1
interative-apis,rsp,1
interative-apis,webappstore,1
interative-apis,fedsocweb,1
interative-apis,webpayments,1
xmlhypermedia,socbizcg,1
xmlhypermedia,cdl,1
xmlhypermedia,native-web-apps,1
xmlhypermedia,webmidi,1
xmlhypermedia,informationarchitecture,1
xmlhypermedia,svgopentype,2
xmlhypermedia,mmarkup,3
xmlhypermedia,speech-api,1
xmlhypermedia,webobservatory,1
xmlhypermedia,vxmlcg,2
xmlhypermedia,whatwg,1
xmlhypermedia,owled,1
xmlhypermedia,timed-text,1
xmlhypermedia,infographics,1
xmlhypermedia,pubsub,1
xmlhypermedia,webhistory,2
xmlhypermedia,webassembly,1
xmlhypermedia,expath,2
xmlhypermedia,emergency,1
xmlhypermedia,respimg,1
xmlhypermedia,rww,3
xmlhypermedia,ppl,3
xmlhypermedia,userix,1
xmlhypermedia,webhaptics,1
xmlhypermedia,coders4africa,1
xmlhypermedia,mobileacc,2
xmlhypermedia,webdevdata,2
xmlhypermedia,cssselfrags,1
xmlhypermedia,webcryptoapi,1
xmlhypermedia,wot,2
xmlhypermedia,cndpubcg,1
xmlhypermedia,bigdata,2
xmlhypermedia,sustyweb,2
xmlhypermedia,locadd,1
xmlhypermedia,carto,1
xmlhypermedia,egovernance,1
xmlhypermedia,w3id,1
xmlhypermedia,pua,1
xmlhypermedia,change,3
xmlhypermedia,opendatadir,1
xmlhypermedia,browsersync,1
xmlhypermedia,accessibilityinindia,1
xmlhypermedia,nextweb,1
xmlhypermedia,restrictedmedia,2
xmlhypermedia,games,2
xmlhypermedia,networkfriendly,1
xmlhypermedia,markdown,2
xmlhypermedia,openannotation,1
xmlhypermedia,xmlperf,4
xmlhypermedia,geosemweb,2
xmlhypermedia,openw3c,2
xmlhypermedia,xml-er,4
xmlhypermedia,swisig,1
xmlhypermedia,schemabibex,1
xmlhypermedia,rosc,1
xmlhypermedia,w3process,1
xmlhypermedia,cloud,2
xmlhypermedia,microxml,5
xmlhypermedia,wai-engage,1
xmlhypermedia,audio-dev,2
xmlhypermedia,hydra,3
xmlhypermedia,semwebprog,1
xmlhypermedia,hpcweb,2
xmlhypermedia,webperfs,2
xmlhypermedia,places,1
xmlhypermedia,auto-wcag,1
xmlhypermedia,rsp,2
xmlhypermedia,webarraymath,1
xmlhypermedia,webappstore,1
xmlhypermedia,fedsocweb,1
xmlhypermedia,webpayments,3
xmlhypermedia,interative-apis,1
ipid,annoux,1
ipid,native-web-apps,1
ipid,webmidi,1
ipid,scriptlib,1
ipid,svgopentype,1
ipid,speech-api,1
ipid,webed,1
ipid,whatwg,1
ipid,infographics,1
ipid,webassembly,1
ipid,web-nfc,1
ipid,respimg,1
ipid,xdmdl,1
ipid,ppl,1
ipid,schemaorg,1
ipid,webdevdata,1
ipid,spec-annotation,1
ipid,ld4lt,1
ipid,webtiming,1
ipid,nextweb,1
ipid,games,1
ipid,openannotation,1
ipid,openw3c,1
ipid,colourblindness,1
ipid,devrel,1
ipid,w3process,1
ipid,wicg,1
ipid,touchevents,1
ipid,editing,1
ipid,svga11y,1
ipid,webarraymath,1
ipid,webpayments,1
ipid,interledger,1
svgstreaming,annoux,1
svgstreaming,cdl,1
svgstreaming,native-web-apps,1
svgstreaming,webscreens,1
svgstreaming,autowebplatform,1
svgstreaming,webmidi,2
svgstreaming,scriptlib,1
svgstreaming,svgopentype,3
svgstreaming,speech-api,1
svgstreaming,webobservatory,1
svgstreaming,vxmlcg,1
svgstreaming,webed,1
svgstreaming,whatwg,1
svgstreaming,timed-text,2
svgstreaming,infographics,2
svgstreaming,webassembly,2
svgstreaming,expath,1
svgstreaming,emergency,1
svgstreaming,respimg,4
svgstreaming,rww,1
svgstreaming,ppl,2
svgstreaming,websignage,1
svgstreaming,schemaorg,1
svgstreaming,webzakim,1
svgstreaming,texttracks,2
svgstreaming,browserobo,1
svgstreaming,coders4africa,1
svgstreaming,mobileacc,1
svgstreaming,webdevdata,2
svgstreaming,inbandtracks,1
svgstreaming,cssselfrags,2
svgstreaming,wot,1
svgstreaming,cndpubcg,1
svgstreaming,bigdata,1
svgstreaming,sustyweb,1
svgstreaming,spec-annotation,1
svgstreaming,egovernance,1
svgstreaming,change,1
svgstreaming,webtiming,1
svgstreaming,browsersync,1
svgstreaming,nextweb,2
svgstreaming,restrictedmedia,1
svgstreaming,games,1
svgstreaming,markdown,1
svgstreaming,openannotation,1
svgstreaming,xmlperf,1
svgstreaming,geosemweb,2
svgstreaming,openw3c,2
svgstreaming,xml-er,1
svgstreaming,colourblindness,1
svgstreaming,devrel,1
svgstreaming,rosc,1
svgstreaming,w3process,2
svgstreaming,microxml,1
svgstreaming,wai-engage,1
svgstreaming,audio-dev,1
svgstreaming,wicg,1
svgstreaming,hydra,1
svgstreaming,touchevents,1
svgstreaming,hpcweb,1
svgstreaming,webperfs,1
svgstreaming,auto-wcag,1
svgstreaming,editing,1
svgstreaming,rsp,1
svgstreaming,svga11y,1
svgstreaming,webarraymath,2
svgstreaming,tvapi,1
svgstreaming,webpayments,1
svgstreaming,interledger,1
svgstreaming,xmlhypermedia,1
svgstreaming,ipid,1
web-bluetooth,native-web-apps,3
web-bluetooth,webscreens,5
web-bluetooth,autowebplatform,4
web-bluetooth,webmidi,1
web-bluetooth,scriptlib,2
web-bluetooth,webed,1
web-bluetooth,whatwg,3
web-bluetooth,pubsub,1
web-bluetooth,webhistory,1
web-bluetooth,webassembly,3
web-bluetooth,web-nfc,7
web-bluetooth,respimg,5
web-bluetooth,rww,1
web-bluetooth,bgsync,1
web-bluetooth,websignage,3
web-bluetooth,userix,1
web-bluetooth,ssn-cg,1
web-bluetooth,texttracks,1
web-bluetooth,mobileacc,1
web-bluetooth,webdevdata,1
web-bluetooth,inbandtracks,2
web-bluetooth,webcryptoapi,1
web-bluetooth,wot,11
web-bluetooth,html5jp,1
web-bluetooth,webtiming,4
web-bluetooth,nextweb,1
web-bluetooth,games,2
web-bluetooth,trustperms,4
web-bluetooth,networkfriendly,1
web-bluetooth,webid,1
web-bluetooth,openw3c,2
web-bluetooth,xml-er,1
web-bluetooth,agri,1
web-bluetooth,devrel,1
web-bluetooth,w3process,4
web-bluetooth,webandbroadcasting,1
web-bluetooth,ostatus,1
web-bluetooth,audio-dev,2
web-bluetooth,wicg,9
web-bluetooth,wearableweb,1
web-bluetooth,remotedom,1
web-bluetooth,touchevents,1
web-bluetooth,editing,1
web-bluetooth,html5kr,3
web-bluetooth,tvapi,2
web-bluetooth,webappstore,1
web-bluetooth,fedsocweb,1
web-bluetooth,webpayments,1
htmail,cnwa,2
htmail,cdl,2
htmail,native-web-apps,1
htmail,webmidi,1
htmail,svgopentype,1
htmail,webobservatory,1
htmail,vxmlcg,1
htmail,webed,3
htmail,whatwg,2
htmail,timed-text,1
htmail,infographics,2
htmail,webhistory,1
htmail,webassembly,2
htmail,expath,1
htmail,respimg,6
htmail,rww,2
htmail,ppl,1
htmail,websignage,1
htmail,schemaorg,3
htmail,webhaptics,1
htmail,coders4africa,1
htmail,ontolex,1
htmail,mobileacc,6
htmail,semnews,1
htmail,webdevdata,2
htmail,cssselfrags,3
htmail,wot,1
htmail,cndpubcg,1
htmail,bigdata,2
htmail,sustyweb,1
htmail,custexpdata,1
htmail,egovernance,2
htmail,ld4lt,1
htmail,w3id,1
htmail,benchweb,1
htmail,rdfjs,1
htmail,change,1
htmail,accesslearn,2
htmail,browsersync,3
htmail,accessibilityinindia,3
htmail,nextweb,5
htmail,restrictedmedia,1
htmail,games,1
htmail,markdown,2
htmail,openannotation,1
htmail,xmlperf,1
htmail,geosemweb,1
htmail,webid,1
htmail,openw3c,2
htmail,xml-er,2
htmail,colourblindness,2
htmail,rosc,1
htmail,w3process,3
htmail,cloud,1
htmail,microxml,1
htmail,wai-engage,2
htmail,audio-dev,1
htmail,wicg,3
htmail,hydra,2
htmail,remotedom,1
htmail,hpcweb,1
htmail,cssacc,4
htmail,webperfs,1
htmail,auto-wcag,2
htmail,editing,1
htmail,rsp,2
htmail,svga11y,4
htmail,webarraymath,1
htmail,webpayments,1
htmail,xmlhypermedia,1
htmail,svgstreaming,1
model,cdl,1
model,informationarchitecture,1
model,owled,1
model,emergency,1
model,opd,1
model,rww,1
model,ssn-cg,2
model,decisionml,2
model,semnews,1
model,cssselfrags,1
model,cryptoledgers,1
model,sentiment,1
model,webcryptoapi,1
model,wot,1
model,bigdata,4
model,locadd,1
model,custexpdata,1
model,benchweb,1
model,rdfjs,1
model,accesslearn,1
model,browsersync,1
model,accessibilityinindia,1
model,nextweb,1
model,geosemweb,1
model,colourblindness,1
model,swisig,1
model,agri,1
model,cloud,3
model,semwebprog,2
model,cssacc,1
model,editing,1
model,rsp,1
model,maps4html,1
model,sodata,1
model,svga11y,1
model,webize,1
model,interledger,1
model,htmail,1
architypes,sport-schema,3
architypes,webscreens,1
architypes,webobservatory,1
architypes,webhistory,1
architypes,emergency,1
architypes,credentials,2
architypes,restonto,1
architypes,schemaorg,12
architypes,texttracks,1
architypes,rdf-tests,2
architypes,semnews,1
architypes,schemed,2
architypes,opened,3
architypes,wot,1
architypes,locadd,1
architypes,spec-annotation,1
architypes,opendatadir,1
architypes,openannotation,4
architypes,geosemweb,1
architypes,swisig,1
architypes,humanservices,1
architypes,schemabibex,12
architypes,rosc,1
architypes,exploresemdata,1
architypes,hydra,1
architypes,gao,3
architypes,places,1
architypes,rsp,2
architypes,tvapi,1
web-copyright,socbizcg,1
web-copyright,annoux,1
web-copyright,native-web-apps,2
web-copyright,webmidi,1
web-copyright,informationarchitecture,1
web-copyright,scriptlib,1
web-copyright,mws,1
web-copyright,svgopentype,1
web-copyright,speech-api,1
web-copyright,webobservatory,1
web-copyright,webed,2
web-copyright,whatwg,2
web-copyright,infographics,2
web-copyright,webhistory,1
web-copyright,webassembly,1
web-copyright,respimg,2
web-copyright,rww,1
web-copyright,ppl,1
web-copyright,opendataspain,1
web-copyright,schemaorg,2
web-copyright,fedid,1
web-copyright,webhaptics,1
web-copyright,mobileacc,2
web-copyright,webdevdata,2
web-copyright,cssselfrags,1
web-copyright,wot,1
web-copyright,sustyweb,1
web-copyright,spec-annotation,1
web-copyright,w3id,1
web-copyright,accesslearn,1
web-copyright,accessibilityinindia,1
web-copyright,nextweb,2
web-copyright,restrictedmedia,2
web-copyright,games,1
web-copyright,trustperms,1
web-copyright,webappscp,1
web-copyright,markdown,1
web-copyright,openannotation,2
web-copyright,xmlperf,1
web-copyright,openw3c,2
web-copyright,colourblindness,1
web-copyright,swisig,1
web-copyright,devrel,2
web-copyright,w3process,2
web-copyright,cloud,2
web-copyright,wai-engage,1
web-copyright,wicg,3
web-copyright,semwebprog,1
web-copyright,touchevents,1
web-copyright,cssacc,2
web-copyright,auto-wcag,1
web-copyright,editing,1
web-copyright,rsp,1
web-copyright,svga11y,2
web-copyright,webarraymath,1
web-copyright,webpayments,1
web-copyright,interledger,1
web-copyright,ipid,1
web-copyright,svgstreaming,1
htacg,web-nfc,1
xapivocabulary,socbizcg,1
xapivocabulary,sport-schema,1
xapivocabulary,propertygraphs,1
xapivocabulary,ldql,1
xapivocabulary,bde-transport,1
xapivocabulary,activitypub,1
xapivocabulary,mws,1
xapivocabulary,webed,1
xapivocabulary,bde-societies,1
xapivocabulary,bde-climate,1
xapivocabulary,pubsub,1
xapivocabulary,emergency,1
xapivocabulary,bde-energy,1
xapivocabulary,respimg,1
xapivocabulary,xdmdl,2
xapivocabulary,rww,1
xapivocabulary,credentials,1
xapivocabulary,restonto,1
xapivocabulary,bde-food,1
xapivocabulary,schemaorg,2
xapivocabulary,webzakim,1
xapivocabulary,fedid,1
xapivocabulary,ssn-cg,1
xapivocabulary,decisionml,1
xapivocabulary,lom2ld,1
xapivocabulary,rdf-tests,2
xapivocabulary,semnews,1
xapivocabulary,schemed,1
xapivocabulary,opened,2
xapivocabulary,sentiment,1
xapivocabulary,webcryptoapi,1
xapivocabulary,wot,2
xapivocabulary,sustyweb,1
xapivocabulary,locadd,1
xapivocabulary,carto,1
xapivocabulary,w3id,1
xapivocabulary,omn,1
xapivocabulary,rdfjs,1
xapivocabulary,webtiming,1
xapivocabulary,bde-secure-societies,1
xapivocabulary,nextweb,1
xapivocabulary,trustperms,1
xapivocabulary,d-tasks,1
xapivocabulary,markdown,1
xapivocabulary,openannotation,1
xapivocabulary,geosemweb,1
xapivocabulary,webid,2
xapivocabulary,openw3c,1
xapivocabulary,swisig,2
xapivocabulary,agri,1
xapivocabulary,w3process,1
xapivocabulary,ostatus,1
xapivocabulary,cv2,1
xapivocabulary,exploresemdata,1
xapivocabulary,hydra,2
xapivocabulary,bde-health,1
xapivocabulary,wearableweb,1
xapivocabulary,semwebprog,1
xapivocabulary,gao,1
xapivocabulary,places,1
xapivocabulary,rsp,1
xapivocabulary,autowebtest,1
xapivocabulary,sodata,1
xapivocabulary,webize,1
xapivocabulary,webappstore,1
xapivocabulary,fedsocweb,2
xapivocabulary,webpayments,2
xapivocabulary,interledger,1
ml-schema,sport-schema,1
ml-schema,propertygraphs,1
ml-schema,ldql,1
ml-schema,owled,1
ml-schema,webhistory,1
ml-schema,xdmdl,1
ml-schema,rww,1
ml-schema,schemaorg,2
ml-schema,ssn-cg,1
ml-schema,rdf-tests,3
ml-schema,schemed,1
ml-schema,sentiment,1
ml-schema,webcryptoapi,1
ml-schema,wot,1
ml-schema,bigdata,2
ml-schema,ld4lt,1
ml-schema,rdfjs,1
ml-schema,webtiming,1
ml-schema,webid,2
ml-schema,swisig,1
ml-schema,humanservices,1
ml-schema,agri,1
ml-schema,schemabibex,1
ml-schema,exploresemdata,1
ml-schema,hydra,1
ml-schema,wearableweb,1
ml-schema,gao,1
ml-schema,fedsocweb,1
ml-schema,webpayments,1
ml-schema,interledger,2
ml-schema,model,1
ml-schema,architypes,1
ml-schema,xapivocabulary,1
datavis,cnwa,2
datavis,annoux,1
datavis,sport-schema,1
datavis,native-web-apps,1
datavis,propertygraphs,2
datavis,webmidi,1
datavis,ldql,1
datavis,scriptlib,1
datavis,bde-transport,1
datavis,svgopentype,1
datavis,speech-api,1
datavis,webobservatory,1
datavis,webed,1
datavis,whatwg,1
datavis,bde-societies,1
datavis,infographics,1
datavis,bde-climate,1
datavis,webhistory,1
datavis,webassembly,3
datavis,bde-energy,1
datavis,respimg,1
datavis,xdmdl,1
datavis,rww,1
datavis,credentials,1
datavis,ppl,1
datavis,bde-food,1
datavis,schemaorg,5
datavis,fedid,1
datavis,ssn-cg,1
datavis,coders4africa,1
datavis,decisionml,1
datavis,rdf-tests,1
datavis,mobileacc,1
datavis,semnews,2
datavis,webdevdata,1
datavis,cssselfrags,1
datavis,sentiment,1
datavis,wot,1
datavis,bigdata,1
datavis,locadd,2
datavis,carto,1
datavis,spec-annotation,1
datavis,egovernance,2
datavis,rdfjs,1
datavis,webtiming,1
datavis,bde-secure-societies,1
datavis,opendatadir,2
datavis,accesslearn,1
datavis,accessibilityinindia,1
datavis,nextweb,2
datavis,restrictedmedia,1
datavis,games,1
datavis,openannotation,4
datavis,geosemweb,1
datavis,webid,2
datavis,openw3c,1
datavis,colourblindness,2
datavis,swisig,3
datavis,devrel,1
datavis,rosc,1
datavis,w3process,1
datavis,cloud,1
datavis,wicg,2
datavis,exploresemdata,1
datavis,hydra,3
datavis,bde-health,1
datavis,wearableweb,1
datavis,semwebprog,1
datavis,agelabels,1
datavis,touchevents,1
datavis,cssacc,1
datavis,places,1
datavis,editing,1
datavis,maps4html,1
datavis,svga11y,2
datavis,webarraymath,1
datavis,fedsocweb,2
datavis,vivo,1
datavis,webpayments,2
datavis,interledger,2
datavis,ipid,1
datavis,svgstreaming,1
datavis,htmail,1
datavis,web-copyright,1
datavis,xapivocabulary,1
datavis,ml-schema,1
ar,socbizcg,3
ar,sport-schema,1
ar,native-web-apps,5
ar,webscreens,1
ar,autowebplatform,1
ar,webmidi,2
ar,informationarchitecture,2
ar,bde-transport,1
ar,activitypub,2
ar,mws,2
ar,speech-api,1
ar,webobservatory,1
ar,vxmlcg,2
ar,webed,5
ar,bde-societies,1
ar,owled,1
ar,infographics,2
ar,bde-climate,1
ar,pubsub,4
ar,webhistory,1
ar,webassembly,1
ar,web-nfc,1
ar,emergency,4
ar,bde-energy,1
ar,respimg,4
ar,xdmdl,1
ar,rww,7
ar,credentials,4
ar,opendataspain,1
ar,websignage,1
ar,restonto,1
ar,userix,3
ar,bde-food,1
ar,schemaorg,3
ar,webzakim,1
ar,fedid,3
ar,ssn-cg,3
ar,ontolex,3
ar,decisionml,2
ar,lom2ld,1
ar,rdf-tests,2
ar,mobileacc,1
ar,semnews,4
ar,schemed,1
ar,cssselfrags,1
ar,cryptoledgers,2
ar,webapps-ui,1
ar,opened,2
ar,webcryptoapi,5
ar,wot,4
ar,bigdata,6
ar,sustyweb,1
ar,locadd,5
ar,carto,3
ar,custexpdata,2
ar,w3id,1
ar,omn,1
ar,rdfjs,3
ar,bde-secure-societies,1
ar,accessibilityinindia,1
ar,nextweb,4
ar,restrictedmedia,1
ar,games,4
ar,trustperms,1
ar,d-tasks,5
ar,networkfriendly,3
ar,markdown,2
ar,openannotation,3
ar,xmlperf,3
ar,geosemweb,6
ar,webid,5
ar,openw3c,1
ar,swisig,3
ar,agri,1
ar,devrel,1
ar,rosc,1
ar,w3process,1
ar,cloud,6
ar,webandbroadcasting,1
ar,microxml,1
ar,wai-engage,2
ar,ostatus,3
ar,cv2,1
ar,hydra,4
ar,bde-health,1
ar,wearableweb,1
ar,semwebprog,4
ar,remotedom,1
ar,hpcweb,1
ar,gao,1
ar,places,3
ar,editing,1
ar,rsp,3
ar,autowebtest,1
ar,sodata,3
ar,browserext,1
ar,html5kr,1
ar,webize,4
ar,webappstore,4
ar,fedsocweb,6
ar,webpayments,6
ar,interledger,1
ar,web-bluetooth,1
ar,xapivocabulary,2
ar,datavis,1
traffic,autowebplatform,1
traffic,informationarchitecture,1
traffic,mws,1
traffic,infographics,2
traffic,webhistory,2
traffic,emergency,3
traffic,opendataspain,2
traffic,schemaorg,1
traffic,opened,1
traffic,sentiment,1
traffic,wot,1
traffic,bigdata,1
traffic,locadd,1
traffic,carto,1
traffic,egovernance,1
traffic,w3id,1
traffic,opendatadir,1
traffic,swisig,2
traffic,w3process,1
traffic,wai-engage,1
traffic,cssacc,1
traffic,sodata,1
traffic,tvapi,1
lbd,propertygraphs,1
lbd,ldql,1
lbd,informationarchitecture,1
lbd,webobservatory,1
lbd,owled,1
lbd,xdmdl,1
lbd,schemaorg,2
lbd,ssn-cg,2
lbd,decisionml,1
lbd,rdf-tests,1
lbd,schemed,1
lbd,opened,1
lbd,sentiment,2
lbd,wot,1
lbd,bigdata,1
lbd,custexpdata,1
lbd,html5jp,1
lbd,ld4lt,1
lbd,rdfjs,1
lbd,webtiming,1
lbd,geosemweb,1
lbd,webid,1
lbd,swisig,1
lbd,humanservices,1
lbd,agri,1
lbd,schemabibex,1
lbd,exploresemdata,1
lbd,hydra,1
lbd,wearableweb,1
lbd,semwebprog,1
lbd,webperfs,1
lbd,rsp,2
lbd,maps4html,1
lbd,sodata,1
lbd,fedsocweb,1
lbd,webpayments,1
lbd,interledger,1
lbd,model,1
lbd,architypes,1
lbd,xapivocabulary,1
lbd,ml-schema,1
lbd,datavis,1
decsharing,socbizcg,1
decsharing,sport-schema,1
decsharing,native-web-apps,1
decsharing,propertygraphs,1
decsharing,ldql,1
decsharing,bde-transport,1
decsharing,activitypub,3
decsharing,mws,1
decsharing,webed,1
decsharing,whatwg,1
decsharing,bde-societies,1
decsharing,bde-climate,1
decsharing,pubsub,4
decsharing,emergency,1
decsharing,bde-energy,1
decsharing,xdmdl,1
decsharing,rww,4
decsharing,credentials,2
decsharing,restonto,1
decsharing,bde-food,1
decsharing,schemaorg,2
decsharing,webzakim,1
decsharing,fedid,2
decsharing,ssn-cg,1
decsharing,decisionml,1
decsharing,rdf-tests,2
decsharing,semnews,1
decsharing,schemed,1
decsharing,opened,1
decsharing,sentiment,1
decsharing,webcryptoapi,1
decsharing,wot,2
decsharing,bigdata,1
decsharing,sustyweb,1
decsharing,locadd,1
decsharing,carto,1
decsharing,w3id,2
decsharing,omn,2
decsharing,rdfjs,1
decsharing,webtiming,1
decsharing,bde-secure-societies,1
decsharing,nextweb,1
decsharing,trustperms,1
decsharing,d-tasks,1
decsharing,markdown,2
decsharing,openannotation,1
decsharing,geosemweb,1
decsharing,webid,4
decsharing,openw3c,1
decsharing,swisig,1
decsharing,agri,1
decsharing,w3process,1
decsharing,microxml,1
decsharing,ostatus,2
decsharing,cv2,1
decsharing,exploresemdata,1
decsharing,hydra,2
decsharing,bde-health,1
decsharing,wearableweb,1
decsharing,semwebprog,1
decsharing,gao,1
decsharing,places,1
decsharing,rsp,1
decsharing,autowebtest,1
decsharing,sodata,1
decsharing,webize,2
decsharing,webappstore,1
decsharing,fedsocweb,6
decsharing,webpayments,4
decsharing,interledger,1
decsharing,xapivocabulary,2
decsharing,ml-schema,1
decsharing,datavis,1
decsharing,ar,1
decsharing,lbd,1
opengov,socbizcg,3
opengov,cdl,1
opengov,sport-schema,1
opengov,webscreens,1
opengov,autowebplatform,1
opengov,webmidi,1
opengov,informationarchitecture,2
opengov,bde-transport,1
